node,lng,lat
10799129720,116.301426,39.9874642
10799129723,116.3014741,39.9874091
10799129724,116.3013629,39.987407
10836824189,116.3010897,39.9928357
10836824190,116.3009128,39.9921463
10836824191,116.3011092,39.9919871
10836824202,116.3026772,39.9938227
10836824203,116.3033723,39.9912427
10836824204,116.3033687,39.9914128
10836833905,116.30343,39.991246
10836833906,116.3034445,39.9909817
10836833907,116.3029174,39.9860699
10836833908,116.3029171,39.9862088
10836833909,116.3038843,39.9860959
10836833910,116.3038806,39.9862318
10836833911,116.3052853,39.9975401
10836833912,116.3058321,39.9976032
10836833913,116.3053524,39.9975478
10836833914,116.3052135,39.9981118
10836833915,116.3052631,39.9979102
10836833916,116.3057948,39.9979729
10836833917,116.3053747,39.9972823
10836833918,116.3059276,39.9973327
10836833919,116.3054635,39.99695
10836833920,116.3059389,39.9970052
10836833921,116.3063641,39.9960126
10836833924,116.3070163,39.9957307
10848042884,116.3029449,39.9917813
10848042885,116.3080584,39.9951566
10848042886,116.3080065,39.9957962
10877255235,116.307357,39.995122
10877255238,116.3057676,39.9900473
10877255241,116.305023,39.9943886
10877255265,116.3078495,39.9917789
10895600391,116.3051461,39.9920832
10895600394,116.3056511,39.9924092
10895631009,116.3094876,39.9861212
10895631016,116.3030128,39.9903018
10895631017,116.3032383,39.9903092
10895631018,116.3029988,39.9907413
10895631019,116.3033064,39.9907451
10983578006,116.303272,39.9869412
10983578007,116.3091875,39.9892504
10983578008,116.3088325,39.9892398
10983578009,116.3049603,39.9886873
11066581266,116.3044151,39.9892703
11066581267,116.3042987,39.9892686
11066581268,116.3040563,39.9893195
11066581269,116.3045166,39.9879215
11066581272,116.3094879,39.9865741
11066581273,116.3093677,39.9865753
11066581274,116.3084707,39.9863794
11066581276,116.3086975,39.98642
11066581277,116.3055964,39.9866362
11066581278,116.3056833,39.9857158
11066581279,116.3028546,39.9856344
11066581280,116.3025588,39.985626
11066581281,116.3026384,39.987072
11066581282,116.301141,39.9868563
11066581285,116.3003903,39.9867507
11066581291,116.3037578,39.9933494
11066581293,116.2987009,39.9924869
11066581295,116.2994217,39.9925153
11066581298,116.3042328,39.9870771
11066581301,116.3077611,39.9889572
11066581303,116.3016464,39.990854
11066581304,116.3013225,39.9908505
11066585805,116.3016639,39.9903817
11066585806,116.3013371,39.9903728
11066585807,116.3016821,39.9898933
11066585808,116.3013519,39.9898915
11066585809,116.3024817,39.9899111
11066585810,116.3028292,39.9899128
11066585811,116.3024666,39.9903888
11066585812,116.3028151,39.9903888
11066585813,116.3024513,39.9908752
11066585814,116.3028006,39.9908752
11066585815,116.3020321,39.9896352
11066585816,116.3020285,39.9898065
11066585817,116.3024498,39.9887038
11066585818,116.3028364,39.9887073
11066585819,116.3032769,39.988702
11066585820,116.3032737,39.9889833
11066585821,116.2995095,39.9897677
11066585822,116.2995155,39.9896919
11066585841,116.3077765,39.9887266
